line_number,filename,current_label,suggested_label,confidence
1176,IMG_20260320_160231823_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~66 Bellevue Ave (Victorian house with wrap-around porch),medium
1177,IMG_20260320_160244095_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~66 Bellevue Ave (same Victorian house from angle),medium
1178,IMG_20260320_160248264_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~64 Bellevue Ave (renovated semi-detached with modern wood-slat porch),medium
1179,IMG_20260320_160257450_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~64 Bellevue Ave (adjacent house with bin visible),medium
1180,IMG_20260320_160305091_HDR.jpg,"Toronto Western Hospital area, Bathurst St",62 Bellevue Ave (number 62 visible on curb; bin reads 64),high
1181,IMG_20260320_160315246_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~62 Bellevue Ave (adjacent house),medium
1182,IMG_20260320_160324580_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~60 Bellevue Ave (little free library / brick house),medium
1183,IMG_20260320_160333010_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~58 Bellevue Ave (brick house through tree branches),medium
1184,IMG_20260320_160344171_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~56 Bellevue Ave (brown brick house with new porch framing),medium
1185,IMG_20260320_160353198_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~56 Bellevue Ave (brown brick with wood-slat fence),medium
1186,IMG_20260320_160400856_HDR.jpg,"Toronto Western Hospital area, Bathurst St",54 Bellevue Ave (number 54 visible on blue door),high
1187,IMG_20260320_160430131_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~52 Bellevue Ave (new construction with Tierra banner),medium
1188,IMG_20260320_160435829_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~52 Bellevue Ave (new construction wider view),medium
1189,IMG_20260320_160445755_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~52 Bellevue Ave (new construction with AMPOT portable toilet),medium
1190,IMG_20260320_160456341_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~50 Bellevue Ave (yellow stucco 3-storey house),medium
1191,IMG_20260320_160457768_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~50 Bellevue Ave (same yellow stucco house different angle),medium
1192,IMG_20260320_160507544_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~48 Bellevue Ave (red-brown brick Victorian with yellow hydrant),medium
1193,IMG_20260320_160512599_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~48 Bellevue Ave (closer view of brick Victorian row),medium
1194,IMG_20260320_160524069_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~46 Bellevue Ave (cream/yellow stucco house under renovation),medium
1207,IMG_20260320_160802868_HDR.jpg,"Toronto Western Hospital area, Bathurst St",~32 Bellevue Ave (brick house with glass conservatory entrance),medium
1257,IMG_20260320_161500319_HDR.jpg,"Toronto Western Hospital area, Bathurst St","Toronto Western Hospital, 399 Bathurst St (institutional building with concrete planters)",high
1267,IMG_20260320_161743253_HDR.jpg,"Toronto Western Hospital area, Bathurst St","Toronto Western Hospital, 399 Bathurst St (Emergency sign visible)",high
